rule_id,rule_name,severity,domain,entity_id,detail,business_impact
BOM-001,Active BOM using obsolete/blocked component,CRITICAL,BOM,MAT00149,"BOM: BOM1067, Parent: MAT00166, Component status: OBSOLETE",Production orders will reference unavailable parts; line stoppages likely.
BOM-001,Active BOM using obsolete/blocked component,CRITICAL,BOM,MAT00179,"BOM: BOM1067, Parent: MAT00166, Component status: DISCONTINUED",Production orders will reference unavailable parts; line stoppages likely.
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0003,Acme Corp 3,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0006,Acme Corp 6,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0011,Acme Corp 11,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0014,Acme Corp 14,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0025,Acme Corp 25,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0026,Acme Corp 26,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0030,Acme Corp 30,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0037,Acme Corp 37,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0042,Acme Corp 42,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0061,Acme Corp 61,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0065,Acme Corp 65,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0071,Global Supplies 1,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0075,Global Supplies 5,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0087,Global Supplies 17,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-001,Active supplier missing payment terms,HIGH,Supplier,SUP0097,Global Supplies 27,"AP cannot process invoices; payment delays, supplier relationship risk."
SUP-002,Supplier missing tax ID,HIGH,Supplier,SUP0020,Acme Corporation 20,Tax reporting non-compliance; potential regulatory fines.
SUP-003,Single-source high-risk supplier,HIGH,Supplier,SUP0072,Global Supplies 2 | Risk: HIGH | Country: DE,Single point of failure in supply chain; any disruption halts production.
SUP-003,Single-source high-risk supplier,HIGH,Supplier,SUP0095,Global Supplies 25 | Risk: HIGH | Country: MX,Single point of failure in supply chain; any disruption halts production.
